index,id,sentence,from,to,aspect,polarity
3920,polusa_v1_1612033_-1_15_Nadler_46_52,"In a book he published in 2000, Trump called Nadler “one of the most egregious hacks in contemporary politics.”",45,51,Nadler,negative
3921,polusa_v1_1739967_-1_6_ANZ analyst Daniel Hynes_132_137,"""The rate hikes have already been priced in by the market...but it's certainly got the ability to temper the upside in goldprices,"" Hynes said.",132,137,Hynes,neutral
3922,polusa_v1_17813335_-1_5_Mr Mehra_66_74,"Prosecutors claimed they had ""put their heads together"" to blame Mr Mehra for the crash, and were assisted by PC Francis who attended the scene to report the collision.",65,73,Mr Mehra,negative
3923,polusa_v1_17813335_-1_7_Ryan Francis_4_11,PC Francis was accused of supporting his colleagues by presenting a report in relation to the accident that resulted in the victim being wrongly blamed.,3,10,Francis,negative
3924,polusa_v1_17823950_-1_1_Baroness Paisley_0_18,Baroness Paisley urges NI leaders to get back to power-sharing and talks about the prospect of a United Ireland.,0,16,Baroness Paisley,positive
3925,polusa_v1_17824155_-1_20_Claire_28_34,"(In a statement, the clinic Claire went to says its patients are ""explicitly counselled on the use of the test and possible outcomes"" and that they are given a full explanation of the conditions NIPT may detect - as well as an explanation of the test's limitations.)",28,34,Claire,neutral
3926,polusa_v1_17831076_-1_2_Image copyright Getty Images Image caption President Trump_81_86,"Media playback is unsupported on your device Media caption US President Donald Trump: No collusion
Speaking at his first political rally since the Mueller report was submitted, Donald Trump reiterated his claim that the report was a ""total exoneration"".",79,84,Trump,neutral
3927,polusa_v1_17838005_-1_22_Mr Rawson_88_100,"""This would never get to a court of law unless it was incredibly politically motivated,"" Mr Baskind says.",87,99,""" Mr Baskind",neutral
3928,polusa_v1_17852116_-1_22_Deputy First Minister John Swinney_102_112,"First Minister Nicola Sturgeon appointed him a junior minister following the election, working under Mr Swinney again as minister for childcare and early years.",101,111,Mr Swinney,neutral
3929,polusa_v1_17859121_-1_7_Jair Bolsonaro: Anti-corruption judge_64_67,"Mr Bolsonaro's populist approach has led to some media dubbing him ""Trump of the Tropics"".",63,66,him,negative
3930,polusa_v1_17859121_-1_7_Jair Bolsonaro: Anti-corruption judge_64_67,"Mr Bolsonaro's populist approach has led to some media dubbing him ""Trump of the Tropics"".",0,12,Mr Bolsonaro,negative
3931,polusa_v1_17864917_-1_5_Robert Mugabe_454_467,"Image copyright Reuters Image caption Mr Mnangagwa has been at the heart of power for 37 years
Image copyright Reuters Image caption Army chief General Constantino Chiwenga, the man behind the military takeover, watched the ceremony
Image copyright Reuters Image caption Mr Mnangagwa is associated by many with some of the worst atrocities committed under Zanu-PF
Image copyright Reuters Image caption In his speech, he paid tribute to his predecessor, Robert Mugabe
Image copyright Reuters Image caption He also promised to serve all Zimbabweans, not just members of Zanu-PF
Image copyright Reuters Image caption Leaders from several of Zimbabwe's neighbours were present
Image copyright Reuters Image caption He is a former minister of defence, and security, and has always enjoyed close ties to the military...",453,466,Robert Mugabe,positive
3932,polusa_v1_17865008_-1_0_Bibi_5_9,Asia Bibi: Pakistan Supreme Court's 'historic' ruling,5,9,Bibi,neutral
3933,polusa_v1_17865008_-1_48_Asia Bibi_61_65,"Apart from meeting the quid pro-quo, this would have turned Bibi into a legally sanctioned example of what would happen when someone is accused of blasphemy the next time.",60,64,Bibi,negative
3934,polusa_v1_17865484_-1_24_Mr Zuma_0_2,He is hugely popular in the region and is credited with delivering votes both from the area and from his Zulu ethnic group.,0,2,He,positive
3935,polusa_v1_17870634_-1_37_Bill Barr_1_4,His answers left considerable wiggle room.,0,3,His,negative
3936,polusa_v1_17873757_-1_13_investor Guy Hands_1_3,"He formed the company in 2002, after previously making his name at investment banks Goldman Sachs and Nomura.",0,2,He,positive
3937,polusa_v1_17875321_-1_1_Friday_79_85,"Sarbjit Kaur, 38, was fatally attacked at her home in Penn, Wolverhampton on Friday.",77,83,Friday,neutral
3938,polusa_v1_17880739_-1_20_Mr Modi_90_94,"Image copyright AFP Image caption The ruling is a major blow for Prime Minister Narendra Modi
The relationship between the two parties only worsened as 13 AAP lawmakers were arrested between 2015 and 2017 by Delhi police on various charges, from alleged rape to forgery to extortion.",89,93,Modi,negative
3939,polusa_v1_17882422_-1_4_the EU_42_48,He has spoken out against the UK leaving the EU without a deal and has faced calls for his deselection over his Brexit stance.,41,47,the EU,neutral
3940,polusa_v1_17884477_-1_27_Mr Mackay_1_3,"He also stressed that the government remained committed to the small business bonus, which gives varying levels of rates relief to businesses whose premises have a total rateable value of £35,000 or less.",0,2,He,positive
3941,polusa_v1_17884477_-1_40_Mr Mackay_103_109,"Conservative MSP Murdo Fraser said there was much in the report he agreed with, but questioned why Mr Mackay was keeping open the possibility of ending relief for sports clubs.",102,108,Mackay,neutral
3942,polusa_v1_17887254_-1_34_Le Figaro_11_13,"Mr Macron, it says, ""dominated his opponent on economic issues"" during a debate of ""unprecedented brutality"".",11,13,it,neutral
3943,polusa_v1_17891707_-1_25_Dr Mukwege_0_2,He was named African of the Year in 2009.,0,2,He,positive
3944,polusa_v1_17898244_-1_9_Ms Mordaunt_113_124,"""We need to broaden out our work beyond the FTSE 350, beyond London, beyond women executives and big business,"" Ms Mordaunt said.",112,123,Ms Mordaunt,neutral
3945,polusa_v1_17908950_-1_7_Ciarán Shiels_1_3,He also called on Garda (Irish police) Commissioner Drew Harris to release a journal kept by Mr Donaldson back to the family.,0,2,He,neutral
3946,polusa_v1_17911511_-1_10_President George HW Bush_78_85,The two-year-old labrador was assigned earlier this year as a service dog to Mr Bush who used a wheelchair in the last years of his life.,77,84,Mr Bush,neutral
3947,polusa_v1_17916176_-1_5_Sinn Féin assembly member Conor Murphy_1_10,"Mr Murphy says he is angry that a man he says was ""a violent, aggressive bully, a drunkard with an unhealthy interest in children"" was allowed to be a principal and teacher in the school.",0,9,Mr Murphy,neutral
3948,polusa_v1_17916857_-1_68_Alimatu_0_7,Alimatu is one of them.,0,7,Alimatu,neutral
3949,"polusa_v1_17922711_-1_5_David Davis and Michel Barnier, representing the UK and the EU_48_52",The sighs of relief from No 10 will be so loud they'll be heard in Brussels.,47,51,they,neutral
3950,polusa_v1_17934220_-1_3_Media caption Labour MP Laura Smith_0_12,Laura Smith was applauded - including by shadow justice secretary Richard Burgon - after her comments at Momentum's conference in Liverpool.,0,11,Laura Smith,positive
3951,polusa_v1_17937976_-1_23_Ermey_16_21,"""The real R Lee Ermey was a family man, and a kind and gentle soul.""",16,21,Ermey,positive
3952,polusa_v1_17943032_-1_2_the teenage Lindh_34_39,"Image copyright AFP
John Walker Lindh and hundreds more have been sent to prison for terrorism, treason and other crimes.",32,37,Lindh,negative
3953,polusa_v1_17943032_-1_2_the teenage Lindh_34_39,"Image copyright AFP
John Walker Lindh and hundreds more have been sent to prison for terrorism, treason and other crimes.",32,37,Lindh,negative
3954,polusa_v1_17951067_-1_13_Jack Dorsey's_40_46,"""While lamenting harassment on Twitter, Dorsey praises Tesla CEO, who is being sued for defamation over a tweet,"" wrote one user.",40,46,Dorsey,negative
3955,polusa_v1_17951408_-1_12_First Lady Melania Trump_64_69,Media playback is unsupported on your device Media caption Was Trump right to say IS is beaten?,63,68,Trump,neutral
3956,polusa_v1_17953827_-1_10_John Major_106_116,"Image copyright Crown copyright courtesy of the National Archives Image caption John Redwood's letter to John Major on 30 September 1994
In an earlier letter to the prime minister he said: ""A compulsory scheme would be unacceptable to very many people, and I can see little merit in a voluntary scheme which would only attract partial compliance.",105,115,John Major,neutral
3957,polusa_v1_17955324_-1_34_Julie_27_32,Di CNN tori pesin bin see Julie tweet na im e sharply say im no tok anytin like dat.,26,31,Julie,neutral
3958,polusa_v1_17957438_-1_12_Benjamin Lay_29_41,"It concludes: ""We hold that Benjamin Lay was a Friend of the Truth; we are in unity with the spirit of Benjamin Lay.""",28,40,Benjamin Lay,positive
3959,polusa_v1_17960244_-1_7_Samuel Wazizi for Muea police station for cell_24_30,"Tori pipo weh deh know Wazizi say e bi correct Pidgin presenter for de whole southwest region wit e program, 'hala your mata' for Chilien Music and Television, CMTV.",23,29,Wazizi,neutral
3960,polusa_v1_17960801_-1_6_Humza Yousaf_48_60,Speakers included Scottish government minister Humza Yousaf and Scottish Labour leader Richard Leonard.,47,59,Humza Yousaf,neutral
3961,polusa_v1_17965587_-1_14_Conner_18_24,"""But it was what Conner wanted and as his parents we only ever wanted him to be happy and we knew he wanted to do it so we had to honour what he believed in.""",17,23,Conner,positive
3962,polusa_v1_17965587_-1_14_Conner_18_24,"""But it was what Conner wanted and as his parents we only ever wanted him to be happy and we knew he wanted to do it so we had to honour what he believed in.""",50,52,we,positive
3963,polusa_v1_17969064_-1_8_Image caption Richard Bevan_53_55,"""The pension's got to last me the rest of my life,"" he said.",52,54,he,neutral
3964,polusa_v1_17979971_-1_14_Nobel Peace Prize_17_34,Im na three-time Nobel Peace Prize nominee for im work wit gang rape victims inside DR Congo.,17,34,Nobel Peace Prize,positive
3965,polusa_v1_17981961_-1_2_HMRC adviser Amjad Khan_35_45,"Image copyright PA Image caption Amjad Khan committed the fraud while working at the HMRC contact centre in Bradford
An Inland Revenue adviser who did not pay income tax for 13 years has been jailed, with a judge saying sparing him from custody would cause ""outrage"".",33,43,Amjad Khan,negative
3966,polusa_v1_17982551_-1_4_Former Philippine Environment Minister Gina Lopez_0_9,Ms Lopez was also an advocate for children's rights and protection.,0,8,Ms Lopez,positive
3967,polusa_v1_17986727_-1_0_Crash death councillor Paul James '_0_35,Crash death councillor Paul James 'greatly missed',0,35,Crash death councillor Paul James ',positive
3968,polusa_v1_17986727_-1_1_Crash death councillor Paul James '_48_50,"Ceredigion councillor Paul James's family say he had a ""fantastic sense of humour"".",46,48,he,positive
3969,"polusa_v1_17986727_-1_6_""Paul_1_6","""Paul was loving husband and father who lived life to the full,"" a statement said.",0,5,"""Paul",positive
3970,"polusa_v1_17986727_-1_6_""Paul_1_6","""Paul was loving husband and father who lived life to the full,"" a statement said.",1,5,Paul,positive
3971,polusa_v1_17995526_-1_14_Shamsutdin Magomedov_1_6,Artur resolved to rescue his daughters.,0,5,Artur,positive
3972,polusa_v1_17995526_-1_14_Shamsutdin Magomedov_1_6,Artur resolved to rescue his daughters.,0,5,Artur,positive
3973,polusa_v1_18005560_-1_2_Nnamdi Kanu_45_56,"Image copyright Getty Images Image example Nnamdi Kanu na di leader of di Indigenous people of Biafra wey say dem wan comot from Nigeria
Federal high court for Nigeria don postpone di trial of di leader of di Indigenous People of Biafra (IPOB) Nnamdi Kanu go 5 December 2017 because di judge ontop di mata justice Binta Nyako no show.",43,54,Nnamdi Kanu,neutral
3974,polusa_v1_18006436_-1_1_Salt_18_22,"Kristopher John Salt, 27, had three adults and six children, including a one-year-old, hiding in his van.",16,20,Salt,negative
3975,polusa_v1_18012268_-1_7_Amy Shark_109_112,"Shark, whose real name is Amy Louise Billings, is a prominent singer-songwriter in Australia best known for her songs Adore and I Said Hi.",108,111,her,positive
3976,polusa_v1_18013466_-1_25_Biodun Fatoyinbo_65_78,Women's rights activist Laila St Matthew-Daniel also criticised Pastor Biodun's return to the pulpit.,64,77,Pastor Biodun,negative
3977,polusa_v1_18019481_-1_11_Stephen Philpott_23_31,No details concerning Philpott's fraud were given to the court during the shortened hearing.,22,30,Philpott,negative
3978,polusa_v1_18019481_-1_11_Stephen Philpott_23_31,No details concerning Philpott's fraud were given to the court during the shortened hearing.,53,62,the court,neutral
3979,polusa_v1_18020514_-1_12_Mr Noor_7_10,"After she was shot, Ms Damond put her hands on a wound to her abdomen and said, ""I'm dying"" or ""I'm dead"", according to Mr Freeman.",6,9,she,neutral
3980,polusa_v1_18020514_-1_7_Hennepin County Attorney Mike Freeman_32_69,"But in announcing the charges, Hennepin County Attorney Mike Freeman alleged Mr Noor had ""recklessly and intentionally fired his handgun"".",31,68,Hennepin County Attorney Mike Freeman,neutral
3981,polusa_v1_18022165_-1_43_Mr Najib_181_191,"Changing sides
The 2015 1MDB scandal and ostentatious displays of wealth tied to perceived corruption provoked strong nationalistic responses by Dr Mahathir, who openly criticised Mr Najib's leadership.",180,190,Mr Najib's,negative
3982,polusa_v1_18043955_-1_66_Mr Adams'_81_89,"This frankness has also led him into controversy, however, such as in 2016 when Mr Adams apologised for using the 'N-word' in a tweet comparing the plight of slaves in the United States to that of Irish nationalists.",80,88,Mr Adams,negative
3983,polusa_v1_18045339_-1_9_Sarah_2_7,"""Sarah was an energetic character, full of life and joy.",1,6,Sarah,positive
3984,polusa_v1_18055080_-1_9_Abbot Xuecheng's_80_94,"It said the ""fabricated evidence"" had ""illegal intentions to maliciously frame Abbot Xuecheng"".",79,93,Abbot Xuecheng,neutral
3985,polusa_v1_18061790_-1_33_Mrs Zaghari-Ratcliffe_1_4,She was arrested in Iran April 2016 and later sentenced for allegedly plotting against the Iranian government.,0,3,She,negative
3986,polusa_v1_18061790_-1_33_Mrs Zaghari-Ratcliffe_1_4,She was arrested in Iran April 2016 and later sentenced for allegedly plotting against the Iranian government.,20,24,Iran,neutral
3987,polusa_v1_18063542_-1_0_Winston Churchill_43_60,Astronaut Scott Kelly attacked for quoting Winston Churchill,43,60,Winston Churchill,neutral
3988,polusa_v1_18063542_-1_21_Winston Churchill_40_43,"I will go and educate myself further on his atrocities, racist views which I do not support.",40,43,his,negative
3989,polusa_v1_18063542_-1_21_Winston Churchill_40_43,"I will go and educate myself further on his atrocities, racist views which I do not support.",22,28,myself,neutral
3990,polusa_v1_18068840_-1_0_David Boswell_18_31,Ex-Pembroke mayor David Boswell guilty of child sex abuse,18,31,David Boswell,negative
3991,polusa_v1_18071251_-1_14_South_108_113,"Mr Trump has previously expressed a preference for meeting in the demilitarized zone between the North and South, but Singapore is also an option.",107,112,South,neutral
3992,polusa_v1_18071560_-1_5_Plaid Cymru MP Liz Saville-Roberts_99_102,One victim - Jane - speaks of her ordeal at the hands of her abuser and how the family court made her feel more vulnerable.,98,101,her,positive
3993,polusa_v1_18073491_-1_15_Mr Clark_1_3,"He added that the shareholders had made their choice and ""decided they want a new management"".",0,2,He,neutral
3994,polusa_v1_18078179_-1_2_Jamie Power_53_64,"Image copyright Thames Valley Police Image caption Jamie Power has been given an order that also prevents him owning a cigarette lighter or matches
A man who made more than 230 nuisance calls to the emergency services has been issued with a criminal behaviour order.",51,62,Jamie Power,negative
3995,polusa_v1_18079732_-1_1_East Sussex County Council leader Keith Glazier_0_49,"East Sussex County Council leader Keith Glazier says he is ""worth the money and more"".",0,47,East Sussex County Council leader Keith Glazier,positive
3996,polusa_v1_18088798_-1_147_Susan Kigula_37_43,"Emboldened by her academic success, Kigula decided, even before she completed her University of London degree, to organise a petition challenging Uganda's mandatory death sentence.",36,42,Kigula,positive
3997,polusa_v1_18088798_-1_147_Susan Kigula_37_43,"Emboldened by her academic success, Kigula decided, even before she completed her University of London degree, to organise a petition challenging Uganda's mandatory death sentence.",96,102,London,neutral
3998,polusa_v1_18090234_-1_53_Cecília Apalai_37_51,"This would cost a lot of money, but Cecília Apalai says it's essential because indigenous people are obliged to travel to cities to take advantage of their rights as Brazilian citizens.",36,50,Cecília Apalai,positive
3999,polusa_v1_18090234_-1_53_Cecília Apalai_37_51,"This would cost a lot of money, but Cecília Apalai says it's essential because indigenous people are obliged to travel to cities to take advantage of their rights as Brazilian citizens.",79,96,indigenous people,positive
4000,polusa_v1_18090420_-1_1_Uganda_121_127,"Julius Kaggwa was born intersex, which made for a confusing, isolating and sometimes dangerous childhood growing up in Uganda.",119,125,Uganda,negative
4001,"polusa_v1_18093557_-1_10_"" Mr Campbell_102_115","""He thinks, probably rightly, that the country has decided it will not put Jeremy Corbyn into office,"" Mr Campbell continued.",101,114,""" Mr Campbell",neutral
4002,polusa_v1_18096846_-1_6_McGilloway_1_3,He eventually plead guilty ahead of his trial.,0,2,He,negative
4003,polusa_v1_18097042_-1_21_Maupin_102_108,"I've always wanted a gay man to play Michael Tolliver, for instance, he's sort of my alter ego,"" says Maupin.",102,108,Maupin,neutral
4004,polusa_v1_18097042_-1_35_Maupin_127_133,"Younger generations of LGBT people may not be aware of Tales of the City existing prior to this Netflix series launching, but Maupin has been widely thanked by several generations of queer people for bringing their lives to the mainstream.",126,132,Maupin,positive
4005,polusa_v1_18099707_-1_0_Alex Salmond: '_0_15,Alex Salmond: 'I am innocent of any criminality',0,15,Alex Salmond: ',neutral
4006,polusa_v1_18105731_-1_14_Mrs Cenerini_0_2,"He was a quiet person without many words but he had an incredible sense of humour and he loved to see people laugh, he loved for there to be laughter in the world.",0,2,He,positive
4007,polusa_v1_18121914_-1_8_Onasanya_0_9,"Onasanya was elected as a Labour MP in 2017 with a majority of 607, but was suspended from the party after she was sentenced for lying about speeding earlier this year.",0,8,Onasanya,negative
4008,polusa_v1_18123213_-1_13_The Belfast Telegraph_1_22,"The Belfast Telegraph reports on its front page that Ms O'Loan was standing by her claim that the carnage could have been stopped and that she felt she had ""a duty"" to do more than just sympathise with victims.",0,21,The Belfast Telegraph,neutral
4009,polusa_v1_18124449_-1_0_Leah Sharibu_0_12,Leah Sharibu still dey alive,0,12,Leah Sharibu,neutral
4010,polusa_v1_18127193_-1_5_Ms Keen-Minshull_1_17,"Ms Keen-Minshull denied the allegation, but said the idea that trans women were women was ""preposterous"".",0,16,Ms Keen-Minshull,negative
4011,polusa_v1_18128231_-1_10_Elizabeth O'Kelly: The Irish widow with a secret €30m fortune_1_12,"Mrs O'Kelly, who lived in Stradbally but was born in France, was a shareholder in Clylim Properties, which has extensive property interests in Dublin.",0,11,Mrs O'Kelly,neutral
4012,polusa_v1_18135463_-1_8_Det Sgt Nick Bailey_186_188,"""I was fortunate to be able to walk out of the hospital a couple of weeks later and this is down to the skill and determination of every doctor, nurse and member of staff on the ward,"" he wrote.",185,187,he,positive
4013,polusa_v1_18137903_-1_5_Father Sweeney_1_15,Father Sweeney was arrested and charged under a section of the Sexual Offences Scotland Act which alleges he committed a sexual abuse of trust.,0,14,Father Sweeney,negative
4014,polusa_v1_18140453_-1_2_Jeffrey Epstein_74_89,"Image copyright Getty Images
After the apparent suicide of US financier Jeffrey Epstein, his former girlfriend, Ghislaine Maxwell, has come into the spotlight.",72,87,Jeffrey Epstein,negative
4015,polusa_v1_18140453_-1_9_Jeffrey Epstein_306_313,"Image copyright Getty Images Image caption The daughter of a disgraced newspaper tycoon, Ms Maxwell (R) is a well-connected socialite
Born on Christmas Day in 1961 outside Paris, Ms Maxwell is Oxford-educated and said to speak several languages,
A well-connected socialite, she is said to have introduced Epstein to many of her wealthy and powerful friends, including Bill Clinton and the Duke of York (who was accused in the court papers of touching a woman at Jeffrey Epstein's US home, although the court subsequently struck out allegations against the duke).",305,312,Epstein,negative
4016,polusa_v1_18140743_-1_7_Benjamin Netanyahu_1_13,"Mr Netanyahu won his first election in 1996, becoming Israel's youngest-ever prime minister at the age of 46.",0,12,Mr Netanyahu,positive
4017,polusa_v1_18141135_-1_23_Eric_2_4,"""He is completely and absolutely assimilated into our society, into our school, into our whole community.""",1,3,He,positive
4018,polusa_v1_18142207_-1_17_Image copyright PA Image caption Charles Bronson_49_56,"Image copyright PA/Elizabeth Cook Image caption Bronson has been representing himself at the Leeds Crown Court trial
He said his nose-biting comment, caught on bodycam, was ""horrible"" but ""a figure of speech"" he would never dream of carrying out.",48,55,Bronson,negative
4019,polusa_v1_18142207_-1_6_Image copyright PA Image caption Charles Bronson_36_38,Leeds Crown Court previously heard he pinned Mr Doherty to the ground and threatened to bite his nose off prior to a welfare meeting in January this year.,35,37,he,negative
4020,polusa_v1_18144903_-1_8_German Chancellor Angela Merkel and French President Emmanuel Macron_95_163,"Get news from the BBC in your inbox, each weekday morning
Brexit latest
Theresa May will urge German Chancellor Angela Merkel and French President Emmanuel Macron to back her request to delay Brexit for a second time later.",94,162,German Chancellor Angela Merkel and French President Emmanuel Macron,neutral
4021,polusa_v1_18151218_-1_12_Chancellor Philip Hammond_5_7,"But he added: ""Government policy is currently set to do the opposite, freezing the value of crucial support that 11 million families receive.",4,6,he,neutral
4022,polusa_v1_18156150_-1_1_George Papadopoulos_0_21,George Papadopoulos has admitted lying about contacts with Russians while with the Trump campaign.,0,19,George Papadopoulos,negative
4023,polusa_v1_18162427_-1_33_Jackie_10_13,"""How can she run Fidgety Fingers on voluntary payments from parents every month?""",9,12,she,negative
4024,polusa_v1_18164106_-1_2_President Peña Nieto_46_48,"Video
Mexico's president has condemned what he called ""threatening or disrespectful attitudes"" from Donald Trump.",44,46,he,neutral
4025,"polusa_v1_18165535_-1_10_Anjum Dogar, 36, Mohammed Karrar, 44, and his 39-year-old brother Bassam_29_32","The victim, who was 14 when she first met her abusers, said: ""I didn't think I was being abused as I felt good about all these people liking me.""",28,31,she,positive
4026,polusa_v1_18178513_-1_75_Julia_82_85,María (not her real name) is another female Cuban medic who says her gender made her a target.,81,84,her,neutral
4027,polusa_v1_18179218_-1_12_Mr White_63_65,"""The site manager was running around like a headless chicken, he wasn't happy at all.""",62,64,he,negative
4028,polusa_v1_18182200_-1_6_Billionaire Ambani_10_13,"It found him guilty of contempt, giving him another four weeks to pay or else go to prison.",9,12,him,negative
4029,polusa_v1_18183045_-1_2_Richard Oland_15_18,But who killed him and why?,15,18,him,neutral
4030,polusa_v1_18188197_-1_2_Jeremy Corbyn_36_49,"Image caption Nicola Sturgeon and Jeremy Corbyn met for talks about Brexit on Wednesday
Nicola Sturgeon has said it would be ""strange"" for Jeremy Corbyn to oppose a Scottish independence referendum while backing self-determination elsewhere.",34,47,Jeremy Corbyn,neutral
4031,polusa_v1_18194559_-1_3_Image copyright Reuters Image caption Mr Trump_34_36,"In a series of tweets on Monday, he said Sir Kim Darroch was ""not liked or well thought of within the US"".",33,35,he,neutral
4032,polusa_v1_18194559_-1_7_Sir Kim_86_94,"Mr Trump had already responded to the leaked emails by saying ""we're not big fans of that man and he has not served the UK well"".",85,93,that man,negative
4033,polusa_v1_18194559_-1_7_Sir Kim_86_94,"Mr Trump had already responded to the leaked emails by saying ""we're not big fans of that man and he has not served the UK well"".",0,8,Mr Trump,neutral
4034,polusa_v1_18197211_-1_14_Ari Mahler_0_2,He later thanked the nurse for helping to save his life.,0,2,He,positive
4035,polusa_v1_18198087_-1_87_Florida_188_195,"Sunny Jacobs - sentenced to death: served 17 years
Image copyright Big Bang Teo
Sunny Jacobs was sentenced to death, along with her then husband, for the murder of two police officers in Florida in 1976 and served 17 years on Death Row.",187,194,Florida,neutral
4036,polusa_v1_18198752_-1_0_Tory MP Chris Davies_21_41,"False expenses claim Tory MP Chris Davies fined £1,500",21,41,Tory MP Chris Davies,negative
4037,polusa_v1_18200058_-1_4_Mia_52_55,"Prosecutors believe he acted out of jealousy after Mia, a German citizen, broke up with him.",51,54,Mia,neutral
4038,polusa_v1_18200149_-1_21_Mr Robow_0_9,Mr Robow was a spokesman for the jihadist al-Shabab group and once served as its deputy leader before defecting last year.,0,8,Mr Robow,negative
4039,polusa_v1_18203570_-1_44_the constituency's sitting Labour MP Rupa Huq_48_93,"The councillor threatened legal action against the constituency's sitting Labour MP Rupa Huq, and pulled out of hustings for what she described as lies in Labour campaign leaflets (in particular, claims she supported the closure of Ealing Hospital and that she was a ""Hard Brexit Activist"").",47,92,the constituency's sitting Labour MP Rupa Huq,negative
4040,polusa_v1_18203570_-1_48_Ms Morrissey_1_13,"Ms Morrissey also believes Conservative policy on the housing crisis should focus on market-based solutions, and believes cutting ""suffocating red tape"" will give police officers better scope for tackling crime.
2020 Mayoral pledge: Ms Morrissey says her campaign will focus around three main issues; tackling London's crime rate, social justice and affordable housing.",0,12,Ms Morrissey,positive
4041,polusa_v1_18207810_-1_30_Prince Ahmed_15_17,"First of all, he has no obvious challengers, he saw to that some time ago.
At just 33 years old, his rise to power has been meteoric.",14,16,he,positive
4042,polusa_v1_18208464_-1_16_Boris Johnson_1_14,"Boris Johnson, a colourful and well known figure in the UK, is the current favourite.",0,13,Boris Johnson,positive
4043,polusa_v1_18215516_-1_19_Image copyright Kimera Image caption Mounir Shita_5_10,But Shita believes his algorithm will have the edge on the other AI-enhanced digital assistants being developed by bigger Silicon Valley players - and he has already taken legal advice on the potential pitfalls of a career in politics for Nigel.,4,9,Shita,positive
4044,polusa_v1_18215516_-1_29_Nigel_53_58,"Because, says Shita, you will have learned to trust Nigel - and it will be more in tune with your emotions than a political leader you have only seen on television.",52,57,Nigel,positive
4045,polusa_v1_18218604_-1_12_Mr Zuckerberg_49_62,"But with AI especially, I am really optimistic,"" Mr Zuckerberg replied.",49,62,Mr Zuckerberg,neutral
4046,polusa_v1_18225367_-1_13_Mr Stalford_124_135,"Image caption Arlene Foster shared her thoughts on the future of Northern Ireland with comedian Patrick Kielty
Reacting to Mr Stalford's comments, SDLP leader Colum Eastwood said unionism needed to ""feel comfortable"" in ""the type of Ireland I want to see"".",123,134,Mr Stalford,neutral
4047,polusa_v1_18230421_-1_14_Jim Shelley_17_28,Image copyright Jim Shelley Image caption Jim borrowed a 35mm camera and one roll of film to record the weekend.,16,27,Jim Shelley,neutral
4048,polusa_v1_18231569_-1_27_Mr Corbyn_2_11,"""Mr Corbyn's embrace of hate defiles our politics and demeans the country we love.""",1,10,Mr Corbyn,negative
4049,polusa_v1_18231569_-1_27_Mr Corbyn_2_11,"""Mr Corbyn's embrace of hate defiles our politics and demeans the country we love.""",1,10,Mr Corbyn,negative
4050,polusa_v1_18233975_-1_20_Judge John Potter_1_3,"He added: ""Your lies adopted a tone of pathetic desperation during your trial as you attempted to say, in my view, in a controlling and abusive way, that Mrs Begum had been responsible for her own death,"" he said.",0,2,He,neutral
4051,polusa_v1_18236665_-1_15_President Recep Tayyip Erdogan_72_74,"Turkey's finance minister, Berat Albayrak, said the worst was over and he expects the economy to return to growth by the end of this year.",71,73,he,positive
4052,polusa_v1_18237010_-1_24_Dr King_15_22,"The next day, Dr King stood on the balcony of his hotel room, and was shot in his right cheek.",14,21,Dr King,neutral
4053,polusa_v1_18239123_-1_13_Mey_156_158,"""Right now, many firefighters across Scotland are actively tackling wildfires, working to protect our communities and their efforts have to be commended,"" he said.",12,45,many firefighters across Scotland,positive
4054,polusa_v1_18239123_-1_13_Mey_156_158,"""Right now, many firefighters across Scotland are actively tackling wildfires, working to protect our communities and their efforts have to be commended,"" he said.",155,157,he,positive
4055,polusa_v1_18239217_-1_3_London_89_95,"Paul Bussetti, 47, was cleared on Thursday of posting ""grossly offensive"" material at a London party in 2018.",88,94,London,neutral
4056,"polusa_v1_18240423_-1_14_Karen McDougal
US President Donald Trump_101_109","In his first public comments, back in April, about an alleged affair with porn star Stormy Daniels, Mr Trump denied knowing about a $130,000 (£100,000) payment made to the actress via his lawyer, Cohen.",100,108,Mr Trump,negative
4057,polusa_v1_18240423_-1_28_Cohen_22_27,"On the same day that Cohen pleaded guilty, a jury convicted former Trump campaign chairman Paul Manafort of bank and tax fraud charges.",21,26,Cohen,negative
4058,polusa_v1_18240843_-1_14_Facebook_106_114,It's a word you'll be hearing a lot from Mr Zuckerberg who will open his statements by stressing the good Facebook brings to the world.,106,114,Facebook,positive
4059,polusa_v1_18243020_-1_1_Donald Trump_88_100,"Nigel Farage dismisses as ""fake news"" a report that he figures in an FBI inquiry into Donald Trump.",86,98,Donald Trump,neutral
4060,polusa_v1_18250181_-1_13_Ms Hewer_0_9,"Ms Hewer described contact with Rahannah as ""patchy"", saying attempts to get her husband a visa to come to the UK have failed.",0,8,Ms Hewer,neutral
4061,polusa_v1_18252148_-1_12_US President Donald Trump_15_23,What else did Mr Trump say in his latest tweet?,14,22,Mr Trump,neutral
4062,polusa_v1_18252873_-1_0_Councillor Brian Duffin_0_23,Councillor Brian Duffin guilty of teen sex assault,0,23,Councillor Brian Duffin,negative
